# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	226089	227129	-						71067911	PARS_RS12665	1041		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	226089	227129	-	WP_241428768.1	WP_241428768.1		TIGR04190 family B12-binding domain/radical SAM domain protein		71067911	PARS_RS12665	1041	346	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	227254	227790	+						5055109	PARS_RS01315	537		old_locus_tag=Pars_0257
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	227254	227790	+	WP_128622123.1	WP_128622123.1		ADP-ribose-binding protein		5055109	PARS_RS01315	537	178	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	227780	228181	-						5056292	PARS_RS01320	402		old_locus_tag=Pars_0258
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	227780	228181	-	WP_011899779.1	WP_011899779.1		hypothetical protein		5056292	PARS_RS01320	402	133	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	228289	231972	+					rgy	5056241	PARS_RS01325	3684		old_locus_tag=Pars_0259
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	228289	231972	+	WP_011899780.1	WP_011899780.1		reverse gyrase	rgy	5056241	PARS_RS01325	3684	1227	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	231969	234806	-					leuS	5054166	PARS_RS01330	2838		old_locus_tag=Pars_0260
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	231969	234806	-	WP_011899781.1	WP_011899781.1		leucine--tRNA ligase	leuS	5054166	PARS_RS01330	2838	945	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	234822	235367	-						5055080	PARS_RS01335	546		old_locus_tag=Pars_0261
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	234822	235367	-	WP_011899782.1	WP_011899782.1		hypothetical protein		5055080	PARS_RS01335	546	181	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	235364	235855	-						5054025	PARS_RS01340	492		old_locus_tag=Pars_0262
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	235364	235855	-	WP_011899783.1	WP_011899783.1		class I SAM-dependent methyltransferase		5054025	PARS_RS01340	492	163	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	235852	236211	-						5054813	PARS_RS01345	360		old_locus_tag=Pars_0263
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	235852	236211	-	WP_011899784.1	WP_011899784.1		serine protease		5054813	PARS_RS01345	360	119	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	236375	236641	+						5054340	PARS_RS01350	267		old_locus_tag=Pars_0264
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	236375	236641	+	WP_011899785.1	WP_011899785.1		ArsR family transcriptional regulator		5054340	PARS_RS01350	267	88	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	236720	237889	-						5056392	PARS_RS01355	1170		old_locus_tag=Pars_0265
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	236720	237889	-	WP_011899786.1	WP_011899786.1		CoA transferase		5056392	PARS_RS01355	1170	389	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	237886	239208	-						5054419	PARS_RS01360	1323		old_locus_tag=Pars_0266
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	237886	239208	-	WP_011899787.1	WP_011899787.1		CoA transferase		5054419	PARS_RS01360	1323	440	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	239323	240018	-						5056111	PARS_RS01365	696		old_locus_tag=Pars_0267
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	239323	240018	-	WP_011899788.1	WP_011899788.1		rhomboid family intramembrane serine protease		5056111	PARS_RS01365	696	231	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	240119	241024	-						5055437	PARS_RS01370	906		old_locus_tag=Pars_0268
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	240119	241024	-	WP_011899789.1	WP_011899789.1		radical SAM protein		5055437	PARS_RS01370	906	301	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	241029	241796	-						5054781	PARS_RS01375	768		old_locus_tag=Pars_0269
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	241029	241796	-	WP_011899790.1	WP_011899790.1		RAD55 family ATPase		5054781	PARS_RS01375	768	255	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	242038	242664	-						5055569	PARS_RS01380	627		old_locus_tag=Pars_0270
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	242038	242664	-	WP_011899791.1	WP_011899791.1		metallophosphoesterase family protein		5055569	PARS_RS01380	627	208	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	242692	243240	-						5056296	PARS_RS01385	549		old_locus_tag=Pars_0271
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	242692	243240	-	WP_011899792.1	WP_011899792.1		hypothetical protein		5056296	PARS_RS01385	549	182	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	243224	245386	-						5056089	PARS_RS01390	2163		old_locus_tag=Pars_0272
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	243224	245386	-	WP_241428769.1	WP_241428769.1		hypothetical protein		5056089	PARS_RS01390	2163	720	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	245466	246047	+						5055616	PARS_RS01395	582		old_locus_tag=Pars_0273
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	245466	246047	+	WP_128622339.1	WP_128622339.1		ribonuclease HI family protein		5055616	PARS_RS01395	582	193	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	246032	246763	-						5054338	PARS_RS01400	732		old_locus_tag=Pars_0274
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	246032	246763	-	WP_128622124.1	WP_128622124.1		zinc ribbon domain-containing protein		5054338	PARS_RS01400	732	243	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	246854	247195	+						71067912	PARS_RS12670	342		old_locus_tag=Pars_0275
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	246854	247195	+	WP_011899796.1	WP_011899796.1		hypothetical protein		71067912	PARS_RS12670	342	113	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	247200	247400	+						71067913	PARS_RS12675	201		old_locus_tag=Pars_0276
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	247200	247400	+	WP_011899797.1	WP_011899797.1		hypothetical protein		71067913	PARS_RS12675	201	66	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	247360	247854	+						5054711	PARS_RS01410	495		old_locus_tag=Pars_0277
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	247360	247854	+	WP_241428770.1	WP_241428770.1		hypothetical protein		5054711	PARS_RS01410	495	164	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	248005	248298	+						5054577	PARS_RS01415	294		old_locus_tag=Pars_0278
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	248005	248298	+	WP_011899799.1	WP_011899799.1		translation initiation factor aIF-1A		5054577	PARS_RS01415	294	97	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	248366	249043	+						5055404	PARS_RS01420	678		old_locus_tag=Pars_0279
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	248366	249043	+	WP_011899800.1	WP_011899800.1		DUF973 family protein		5055404	PARS_RS01420	678	225	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	249139	249402	+						5056005	PARS_RS01425	264		old_locus_tag=Pars_0280
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	249139	249402	+	WP_128867352.1	WP_128867352.1		hypothetical protein		5056005	PARS_RS01425	264	87	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	250143	250589	+						5055870	PARS_RS01430	447		old_locus_tag=Pars_0281
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	250143	250589	+	WP_011899802.1	WP_011899802.1		AAA-associated domain-containing protein		5055870	PARS_RS01430	447	148	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	250586	251320	-						5055184	PARS_RS01435	735		old_locus_tag=Pars_0282
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	250586	251320	-	WP_011899803.1	WP_011899803.1		ABC transporter ATP-binding protein		5055184	PARS_RS01435	735	244	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	251311	252636	-						5054836	PARS_RS01440	1326		old_locus_tag=Pars_0283
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	251311	252636	-	WP_128867353.1	WP_128867353.1		ABC transporter permease subunit		5054836	PARS_RS01440	1326	441	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	252888	253076	+						38938001	PARS_RS01445	189		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	252888	253076	+	WP_128622126.1	WP_128622126.1		hypothetical protein		38938001	PARS_RS01445	189	62	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	253041	253910	-					speE	5055007	PARS_RS01450	870		old_locus_tag=Pars_0284
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	253041	253910	-	WP_011899805.1	WP_011899805.1		polyamine aminopropyltransferase	speE	5055007	PARS_RS01450	870	289	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	254059	255264	-						5055940	PARS_RS01455	1206		old_locus_tag=Pars_0285
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	254059	255264	-	WP_011899806.1	WP_011899806.1		hypothetical protein		5055940	PARS_RS01455	1206	401	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	255407	256330	-						5055949	PARS_RS01460	924		old_locus_tag=Pars_0286
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	255407	256330	-	WP_128622127.1	WP_128622127.1		metal ABC transporter permease		5055949	PARS_RS01460	924	307	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	256314	257045	-						5055451	PARS_RS01465	732		old_locus_tag=Pars_0287
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	256314	257045	-	WP_128867354.1	WP_128867354.1		metal ABC transporter ATP-binding protein		5055451	PARS_RS01465	732	243	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	257145	257936	+						5054839	PARS_RS01470	792		old_locus_tag=Pars_0288
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	257145	257936	+	WP_011899809.1	WP_011899809.1		initiation factor 2B related		5054839	PARS_RS01470	792	263	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	257940	258230	+						5055545	PARS_RS01475	291		old_locus_tag=Pars_0289
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	257940	258230	+	WP_011899810.1	WP_011899810.1		SWIM zinc finger domain-containing protein		5055545	PARS_RS01475	291	96	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	258230	258565	+						5054834	PARS_RS01480	336		old_locus_tag=Pars_0290
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	258230	258565	+	WP_011899811.1	WP_011899811.1		DUF2203 family protein		5054834	PARS_RS01480	336	111	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	258566	259474	-					lysX	5054429	PARS_RS01485	909		old_locus_tag=Pars_0291
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	258566	259474	-	WP_011899812.1	WP_011899812.1		lysine biosynthesis protein LysX	lysX	5054429	PARS_RS01485	909	302	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	259485	259697	+						5054427	PARS_RS01490	213		old_locus_tag=Pars_0292
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	259485	259697	+	WP_128622128.1	WP_128622128.1		hypothetical protein		5054427	PARS_RS01490	213	70	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	259721	259912	+						5055242	PARS_RS01495	192		old_locus_tag=Pars_0293
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	259721	259912	+	WP_011899814.1	WP_011899814.1		hypothetical protein		5055242	PARS_RS01495	192	63	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	259972	260190	+						5055163	PARS_RS01500	219		old_locus_tag=Pars_0294
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	259972	260190	+	WP_011899815.1	WP_011899815.1		hypothetical protein		5055163	PARS_RS01500	219	72	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	260183	260620	+						5054215	PARS_RS01505	438		old_locus_tag=Pars_0295
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	260183	260620	+	WP_011899816.1	WP_011899816.1		DUF1122 family protein		5054215	PARS_RS01505	438	145	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	260670	261797	-						5054214	PARS_RS01510	1128		old_locus_tag=Pars_0296
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	260670	261797	-	WP_011899817.1	WP_011899817.1		PaRep2b protein		5054214	PARS_RS01510	1128	375	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	261914	262108	+						5056349	PARS_RS01515	195		old_locus_tag=Pars_0297
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	261914	262108	+	WP_011899818.1	WP_011899818.1		hypothetical protein		5056349	PARS_RS01515	195	64	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	262138	262401	+						5054722	PARS_RS01520	264		old_locus_tag=Pars_0298
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	262138	262401	+	WP_011899819.1	WP_011899819.1		hypothetical protein		5054722	PARS_RS01520	264	87	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	262554	262748	-						38938002	PARS_RS01525	195		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	262554	262748	-	WP_128622129.1	WP_128622129.1		hypothetical protein		38938002	PARS_RS01525	195	64	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	263125	263412	-						5054631	PARS_RS01530	288		old_locus_tag=Pars_0300
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	263125	263412	-	WP_011899821.1	WP_011899821.1		acylphosphatase		5054631	PARS_RS01530	288	95	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	263695	264375	+					deoC	5054261	PARS_RS01535	681		old_locus_tag=Pars_0301
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	263695	264375	+	WP_011899822.1	WP_011899822.1		deoxyribose-phosphate aldolase	deoC	5054261	PARS_RS01535	681	226	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	264410	264694	+						5055452	PARS_RS01540	285		old_locus_tag=Pars_0302
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	264410	264694	+	WP_011899823.1	WP_011899823.1		hypothetical protein		5055452	PARS_RS01540	285	94	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	264691	264867	+						71067914	PARS_RS12680	177		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	264691	264867	+	WP_241428771.1	WP_241428771.1		type II toxin-antitoxin system VapC family toxin		71067914	PARS_RS12680	177	58	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	264855	265130	+						71067915	PARS_RS12685	276		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	264855	265130	+	WP_241428772.1	WP_241428772.1		type II toxin-antitoxin system VapC family toxin		71067915	PARS_RS12685	276	91	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	265127	265471	-						5055108	PARS_RS01550	345		old_locus_tag=Pars_0304
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	265127	265471	-	WP_011899824.1	WP_011899824.1		MarR family transcriptional regulator		5055108	PARS_RS01550	345	114	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	265490	266551	-						5056330	PARS_RS01555	1062		old_locus_tag=Pars_0305
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	265490	266551	-	WP_011899825.1	WP_011899825.1		phospholipase D-like domain-containing protein		5056330	PARS_RS01555	1062	353	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	266574	267071	-						5055864	PARS_RS01560	498		old_locus_tag=Pars_0306
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	266574	267071	-	WP_011899826.1	WP_011899826.1		class I SAM-dependent methyltransferase		5055864	PARS_RS01560	498	165	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	267065	268192	-						5055123	PARS_RS01565	1128		old_locus_tag=Pars_0307
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	267065	268192	-	WP_128622130.1	WP_128622130.1		hypothetical protein		5055123	PARS_RS01565	1128	375	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	268244	269326	+						5054574	PARS_RS01570	1083		old_locus_tag=Pars_0308
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	268244	269326	+	WP_011899828.1	WP_011899828.1		ABC transporter ATP-binding protein		5054574	PARS_RS01570	1083	360	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	269333	270556	+						5054887	PARS_RS01575	1224		old_locus_tag=Pars_0309
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	269333	270556	+	WP_011899829.1	WP_011899829.1		thiolase family protein		5054887	PARS_RS01575	1224	407	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	270576	271379	+						5055766	PARS_RS01580	804		old_locus_tag=Pars_0310
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	270576	271379	+	WP_011899830.1	WP_011899830.1		NAD+ synthase		5055766	PARS_RS01580	804	267	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	271372	271851	+						5054258	PARS_RS01585	480		old_locus_tag=Pars_0311
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	271372	271851	+	WP_011899831.1	WP_011899831.1		PadR family transcriptional regulator		5054258	PARS_RS01585	480	159	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	271829	272020	-						38938003	PARS_RS01590	192		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	271829	272020	-	WP_128622131.1	WP_128622131.1		hypothetical protein		38938003	PARS_RS01590	192	63	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	272044	272640	+					rnhB	5055752	PARS_RS01595	597		old_locus_tag=Pars_0312
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	272044	272640	+	WP_011899832.1	WP_011899832.1		ribonuclease HII	rnhB	5055752	PARS_RS01595	597	198	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	272659	273267	+						5056383	PARS_RS01600	609		old_locus_tag=Pars_0313
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	272659	273267	+	WP_179790605.1	WP_179790605.1		30S ribosomal protein S5		5056383	PARS_RS01600	609	202	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	273264	273794	+						5056038	PARS_RS01605	531		old_locus_tag=Pars_0314
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	273264	273794	+	WP_011899834.1	WP_011899834.1		50S ribosomal protein L30		5056038	PARS_RS01605	531	176	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	273775	274719	-					galT	5055733	PARS_RS01610	945		old_locus_tag=Pars_0315
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	273775	274719	-	WP_011899835.1	WP_011899835.1		galactose-1-phosphate uridylyltransferase	galT	5055733	PARS_RS01610	945	314	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	274709	275788	-						5054394	PARS_RS01615	1080		old_locus_tag=Pars_0316
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	274709	275788	-	WP_011899836.1	WP_011899836.1		galactokinase		5054394	PARS_RS01615	1080	359	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	275773	276390	-						5056316	PARS_RS01620	618		old_locus_tag=Pars_0317
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	275773	276390	-	WP_128867355.1	WP_128867355.1		site-2 protease family protein		5056316	PARS_RS01620	618	205	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	276463	276714	-						5054158	PARS_RS01625	252		old_locus_tag=Pars_0318
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	276463	276714	-	WP_241428773.1	WP_241428773.1		hypothetical protein		5054158	PARS_RS01625	252	83	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	276902	277054	+						71067916	PARS_RS12690	153		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	276902	277054	+	WP_181953770.1	WP_181953770.1		hypothetical protein		71067916	PARS_RS12690	153	50	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	277773	278195	+						5054915	PARS_RS01630	423		old_locus_tag=Pars_0319
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	277773	278195	+	WP_241428774.1	WP_241428774.1		DUF86 domain-containing protein		5054915	PARS_RS01630	423	140	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	278176	278580	+						5054178	PARS_RS01635	405		old_locus_tag=Pars_0320
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	278176	278580	+	WP_011899840.1	WP_011899840.1		nucleotidyltransferase domain-containing protein		5054178	PARS_RS01635	405	134	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	278818	278961	+						44139552	PARS_RS12275	144		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	278818	278961	+	WP_164905906.1	WP_164905906.1		hypothetical protein		44139552	PARS_RS12275	144	47	
gene	pseudogene	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	279605	280158	+						5054745	PARS_RS01640	554		pseudo;old_locus_tag=Pars_0321
CDS	without_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	279605	280158	+				PaREP1 family protein		5054745	PARS_RS01640	554		pseudo
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	280262	280519	+						5055100	PARS_RS01645	258		old_locus_tag=Pars_0322
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	280262	280519	+	WP_011899842.1	WP_011899842.1		hypothetical protein		5055100	PARS_RS01645	258	85	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	280541	280945	+						5056103	PARS_RS01650	405		old_locus_tag=Pars_0323
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	280541	280945	+	WP_011899843.1	WP_011899843.1		nucleotidyltransferase domain-containing protein		5056103	PARS_RS01650	405	134	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	280933	281340	+						5055102	PARS_RS01655	408		old_locus_tag=Pars_0324
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	280933	281340	+	WP_011899844.1	WP_011899844.1		DUF86 domain-containing protein		5055102	PARS_RS01655	408	135	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282083	282241	-						44139553	PARS_RS12280	159		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282083	282241	-	WP_164905907.1	WP_164905907.1		hypothetical protein		44139553	PARS_RS12280	159	52	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282458	282718	+						5055430	PARS_RS01660	261		old_locus_tag=Pars_0325
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282458	282718	+	WP_181953771.1	WP_181953771.1		AbrB/MazE/SpoVT family DNA-binding domain-containing protein		5055430	PARS_RS01660	261	86	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282715	282906	+						63023323	PARS_RS12600	192		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282715	282906	+	WP_206597795.1	WP_206597795.1		hypothetical protein		63023323	PARS_RS12600	192	63	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282918	283109	+						63023324	PARS_RS12605	192		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	282918	283109	+	WP_206597796.1	WP_206597796.1		type II toxin-antitoxin system VapC family toxin		63023324	PARS_RS12605	192	63	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	283530	283694	+						44139554	PARS_RS12285	165		
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	283530	283694	+	WP_164905908.1	WP_164905908.1		hypothetical protein		44139554	PARS_RS12285	165	54	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	283857	284498	+						5055106	PARS_RS01670	642		old_locus_tag=Pars_0327
CDS	with_protein	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	283857	284498	+	WP_011899846.1	WP_011899846.1		hypothetical protein		5055106	PARS_RS01670	642	213	
gene	protein_coding	GCF_000016385.1	Primary Assembly	chromosome		NC_009376.1	284495	284947	+						5055800	PARS_RS01675	453		old_locus_tag=Pars_0328
