# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	201294	202070	-						4909803	PCAL_RS01100	777		old_locus_tag=Pcal_0203
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	201294	202070	-	WP_011848897.1	WP_011848897.1		carbon-nitrogen hydrolase family protein		4909803	PCAL_RS01100	777	258	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	202132	203901	+						4910224	PCAL_RS01105	1770		old_locus_tag=Pcal_0204
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	202132	203901	+	WP_011848898.1	WP_011848898.1		aldehyde ferredoxin oxidoreductase family protein		4910224	PCAL_RS01105	1770	589	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	203888	204577	-						4909810	PCAL_RS01110	690		old_locus_tag=Pcal_0205
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	203888	204577	-	WP_011848899.1	WP_011848899.1		DUF72 domain-containing protein		4909810	PCAL_RS01110	690	229	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	204580	205761	-						4909685	PCAL_RS01115	1182		old_locus_tag=Pcal_0206
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	204580	205761	-	WP_011848900.1	WP_011848900.1		CoA transferase		4909685	PCAL_RS01115	1182	393	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	205802	205948	-						59388133	PCAL_RS01120	147		
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	205802	205948	-	WP_193322784.1	WP_193322784.1		hypothetical protein		59388133	PCAL_RS01120	147	48	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	206229	207323	-						4909684	PCAL_RS01125	1095		old_locus_tag=Pcal_0207
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	206229	207323	-	WP_193322785.1	WP_193322785.1		TAXI family TRAP transporter solute-binding subunit		4909684	PCAL_RS01125	1095	364	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	207404	209422	+						4909776	PCAL_RS01130	2019		old_locus_tag=Pcal_0208
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	207404	209422	+	WP_011848902.1	WP_011848902.1		TRAP transporter large permease subunit		4909776	PCAL_RS01130	2019	672	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	209444	210043	-					pdxT	4909592	PCAL_RS01135	600		old_locus_tag=Pcal_0209
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	209444	210043	-	WP_011848903.1	WP_011848903.1		pyridoxal 5'-phosphate synthase glutaminase subunit PdxT	pdxT	4909592	PCAL_RS01135	600	199	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	210040	211050	-					pdxS	4909047	PCAL_RS01140	1011		old_locus_tag=Pcal_0210
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	210040	211050	-	WP_011848904.1	WP_011848904.1		pyridoxal 5'-phosphate synthase lyase subunit PdxS	pdxS	4909047	PCAL_RS01140	1011	336	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	211295	211609	+						4909571	PCAL_RS01145	315		old_locus_tag=Pcal_0211
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	211295	211609	+	WP_193322786.1	WP_193322786.1		hypothetical protein		4909571	PCAL_RS01145	315	104	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	211626	212966	-						4909238	PCAL_RS01150	1341		old_locus_tag=Pcal_0212
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	211626	212966	-	WP_011848906.1	WP_011848906.1		hypothetical protein		4909238	PCAL_RS01150	1341	446	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	213108	215330	+						4909387	PCAL_RS01155	2223		old_locus_tag=Pcal_0213
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	213108	215330	+	WP_011848907.1	WP_011848907.1		elongation factor EF-2		4909387	PCAL_RS01155	2223	740	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	215423	216436	+						4909574	PCAL_RS01160	1014		old_locus_tag=Pcal_0214
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	215423	216436	+	WP_011848908.1	WP_011848908.1		thiamine ABC transporter substrate-binding protein		4909574	PCAL_RS01160	1014	337	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	216451	217833	+						4908786	PCAL_RS01165	1383		old_locus_tag=Pcal_0215
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	216451	217833	+	WP_226951977.1	WP_226951977.1		iron ABC transporter permease		4908786	PCAL_RS01165	1383	460	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	217821	218747	-						4908121	PCAL_RS01170	927		old_locus_tag=Pcal_0216
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	217821	218747	-	WP_011848910.1	WP_011848910.1		ABC transporter ATP-binding protein		4908121	PCAL_RS01170	927	308	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	218747	219328	-						4909406	PCAL_RS01175	582		old_locus_tag=Pcal_0217
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	218747	219328	-	WP_011848911.1	WP_011848911.1		hypothetical protein		4909406	PCAL_RS01175	582	193	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	219430	220479	+						4908183	PCAL_RS01180	1050		old_locus_tag=Pcal_0218
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	219430	220479	+	WP_011848912.1	WP_011848912.1		chlorohydrolase		4908183	PCAL_RS01180	1050	349	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	220460	220654	-						59388134	PCAL_RS01185	195		
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	220460	220654	-	WP_193322787.1	WP_193322787.1		hypothetical protein		59388134	PCAL_RS01185	195	64	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	220722	221606	+						4908875	PCAL_RS01190	885		old_locus_tag=Pcal_0219
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	220722	221606	+	WP_193322788.1	WP_193322788.1		ABC transporter ATP-binding protein		4908875	PCAL_RS01190	885	294	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	221593	222318	+						4908341	PCAL_RS01195	726		old_locus_tag=Pcal_0220
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	221593	222318	+	WP_011848914.1	WP_011848914.1		ABC transporter permease		4908341	PCAL_RS01195	726	241	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	222414	222743	-						4910096	PCAL_RS01200	330		old_locus_tag=Pcal_0221
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	222414	222743	-	WP_011848915.1	WP_011848915.1		GTP cyclohydrolase I		4910096	PCAL_RS01200	330	109	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	222805	224394	+						4909967	PCAL_RS01205	1590		old_locus_tag=Pcal_0222
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	222805	224394	+	WP_011848916.1	WP_011848916.1		alpha-amylase		4909967	PCAL_RS01205	1590	529	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	224412	225554	+						4908693	PCAL_RS01210	1143		old_locus_tag=Pcal_0223
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	224412	225554	+	WP_011848917.1	WP_011848917.1		RAD55 family ATPase		4908693	PCAL_RS01210	1143	380	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	225558	226745	+						4909473	PCAL_RS01215	1188		old_locus_tag=Pcal_0224
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	225558	226745	+	WP_011848918.1	WP_011848918.1		amidohydrolase family protein		4909473	PCAL_RS01215	1188	395	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	226696	227172	-						4908475	PCAL_RS01220	477		old_locus_tag=Pcal_0225
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	226696	227172	-	WP_011848919.1	WP_011848919.1		hypothetical protein		4908475	PCAL_RS01220	477	158	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	227352	228272	+						4908548	PCAL_RS01225	921		old_locus_tag=Pcal_0226
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	227352	228272	+	WP_011848920.1	WP_011848920.1		tRNA-ribosyltransferase		4908548	PCAL_RS01225	921	306	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	228302	228724	+						4909407	PCAL_RS01230	423		old_locus_tag=Pcal_0227
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	228302	228724	+	WP_011848921.1	WP_011848921.1		hypothetical protein		4909407	PCAL_RS01230	423	140	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	228761	229177	+						4910258	PCAL_RS01235	417		old_locus_tag=Pcal_0228
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	228761	229177	+	WP_011848922.1	WP_011848922.1		hypothetical protein		4910258	PCAL_RS01235	417	138	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	229174	229803	-						4909096	PCAL_RS01240	630		old_locus_tag=Pcal_0229
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	229174	229803	-	WP_011848923.1	WP_011848923.1		superoxide dismutase		4909096	PCAL_RS01240	630	209	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	229846	230616	-						4909353	PCAL_RS01245	771		old_locus_tag=Pcal_0230
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	229846	230616	-	WP_011848924.1	WP_011848924.1		ABC transporter permease		4909353	PCAL_RS01245	771	256	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	230613	231563	-						4909801	PCAL_RS01250	951		old_locus_tag=Pcal_0231
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	230613	231563	-	WP_011848925.1	WP_011848925.1		daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein		4909801	PCAL_RS01250	951	316	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	231592	232143	-						4909993	PCAL_RS01255	552		old_locus_tag=Pcal_0232
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	231592	232143	-	WP_011848926.1	WP_011848926.1		signal peptidase I		4909993	PCAL_RS01255	552	183	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	232172	233314	-						4909383	PCAL_RS01260	1143		old_locus_tag=Pcal_0233
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	232172	233314	-	WP_011848927.1	WP_011848927.1		ATP-binding protein		4909383	PCAL_RS01260	1143	380	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	233438	233773	-						4908644	PCAL_RS01265	336		old_locus_tag=Pcal_0234
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	233438	233773	-	WP_011848928.1	WP_011848928.1		MarR family transcriptional regulator		4908644	PCAL_RS01265	336	111	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	233770	234765	-						4908481	PCAL_RS01270	996		old_locus_tag=Pcal_0235
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	233770	234765	-	WP_011848929.1	WP_011848929.1		prohibitin family protein		4908481	PCAL_RS01270	996	331	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	235078	235686	-						4908576	PCAL_RS01275	609		old_locus_tag=Pcal_0236
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	235078	235686	-	WP_011848930.1	WP_011848930.1		METTL5 family protein		4908576	PCAL_RS01275	609	202	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	235661	236101	-						4908544	PCAL_RS01280	441		old_locus_tag=Pcal_0237
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	235661	236101	-	WP_011848931.1	WP_011848931.1		NUDIX domain-containing protein		4908544	PCAL_RS01280	441	146	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	236144	236815	+						4909304	PCAL_RS01285	672		old_locus_tag=Pcal_0238
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	236144	236815	+	WP_011848932.1	WP_011848932.1		ABC transporter ATP-binding protein		4909304	PCAL_RS01285	672	223	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	236812	237513	-						4909797	PCAL_RS01290	702		old_locus_tag=Pcal_0239
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	236812	237513	-	WP_011848933.1	WP_011848933.1		metallophosphoesterase		4909797	PCAL_RS01290	702	233	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	237510	238859	-						4909558	PCAL_RS01295	1350		old_locus_tag=Pcal_0240
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	237510	238859	-	WP_011848934.1	WP_011848934.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase		4909558	PCAL_RS01295	1350	449	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	239302	239775	-						4909424	PCAL_RS01300	474		old_locus_tag=Pcal_0241
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	239302	239775	-	WP_011848935.1	WP_011848935.1		CoA pyrophosphatase		4909424	PCAL_RS01300	474	157	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	239866	241092	-					eif2g	4909732	PCAL_RS01305	1227		old_locus_tag=Pcal_0242
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	239866	241092	-	WP_011848936.1	WP_011848936.1		translation initiation factor IF-2 subunit gamma	eif2g	4909732	PCAL_RS01305	1227	408	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	241160	242188	+						4909894	PCAL_RS01310	1029		old_locus_tag=Pcal_0243
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	241160	242188	+	WP_011848937.1	WP_011848937.1		ABC transporter ATP-binding protein		4909894	PCAL_RS01310	1029	342	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	242185	243987	+						4908731	PCAL_RS01315	1803		old_locus_tag=Pcal_0244
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	242185	243987	+	WP_011848938.1	WP_011848938.1		iron ABC transporter permease		4908731	PCAL_RS01315	1803	600	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	244082	244402	+						4908796	PCAL_RS01320	321		old_locus_tag=Pcal_0245
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	244082	244402	+	WP_193322789.1	WP_193322789.1		hypothetical protein		4908796	PCAL_RS01320	321	106	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	244455	244673	+						59388135	PCAL_RS01325	219		
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	244455	244673	+	WP_226951978.1	WP_226951978.1		hypothetical protein		59388135	PCAL_RS01325	219	72	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	244694	245839	+						4909059	PCAL_RS01330	1146		old_locus_tag=Pcal_0246
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	244694	245839	+	WP_011848940.1	WP_011848940.1		aminotransferase class V-fold PLP-dependent enzyme		4909059	PCAL_RS01330	1146	381	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	245836	246489	-						4909481	PCAL_RS01335	654		old_locus_tag=Pcal_0247
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	245836	246489	-	WP_011848941.1	WP_011848941.1		thioredoxin domain-containing protein		4909481	PCAL_RS01335	654	217	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	246567	248102	-						4909790	PCAL_RS01340	1536		old_locus_tag=Pcal_0248
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	246567	248102	-	WP_011848942.1	WP_011848942.1		ABC transporter substrate-binding protein		4909790	PCAL_RS01340	1536	511	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	248204	249535	+						4909808	PCAL_RS01345	1332		old_locus_tag=Pcal_0249
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	248204	249535	+	WP_193322790.1	WP_193322790.1		ABC transporter		4909808	PCAL_RS01345	1332	443	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	249532	251424	+						4909624	PCAL_RS01350	1893		old_locus_tag=Pcal_0250
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	249532	251424	+	WP_011848944.1	WP_011848944.1		metallophosphoesterase		4909624	PCAL_RS01350	1893	630	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	251411	251623	-						4908744	PCAL_RS01355	213		old_locus_tag=Pcal_0251
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	251411	251623	-	WP_011848945.1	WP_011848945.1		hypothetical protein		4908744	PCAL_RS01355	213	70	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	251646	251879	-						4909515	PCAL_RS01360	234		old_locus_tag=Pcal_0252
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	251646	251879	-	WP_011848946.1	WP_011848946.1		RNA repair domain-containing protein		4909515	PCAL_RS01360	234	77	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	252081	252419	-						4908429	PCAL_RS01365	339		old_locus_tag=Pcal_0253
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	252081	252419	-	WP_011848947.1	WP_011848947.1		hypothetical protein		4908429	PCAL_RS01365	339	112	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	252442	252858	-						4909897	PCAL_RS01370	417		old_locus_tag=Pcal_0254
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	252442	252858	-	WP_226951979.1	WP_226951979.1		HEPN domain-containing protein		4909897	PCAL_RS01370	417	138	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	252903	253445	+						4909875	PCAL_RS01375	543		old_locus_tag=Pcal_0255
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	252903	253445	+	WP_011848949.1	WP_011848949.1		PaREP1 family protein		4909875	PCAL_RS01375	543	180	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	253511	253717	+						59388136	PCAL_RS01380	207		
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	253511	253717	+	WP_193322791.1	WP_193322791.1		hypothetical protein		59388136	PCAL_RS01380	207	68	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	253813	254577	+						4909553	PCAL_RS01385	765		old_locus_tag=Pcal_0256
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	253813	254577	+	WP_011848950.1	WP_011848950.1		hypothetical protein		4909553	PCAL_RS01385	765	254	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	254657	255199	+						4909630	PCAL_RS01390	543		old_locus_tag=Pcal_0257
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	254657	255199	+	WP_011848951.1	WP_011848951.1		PaREP1 family protein		4909630	PCAL_RS01390	543	180	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	255265	255759	+						4909498	PCAL_RS01395	495		old_locus_tag=Pcal_0258
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	255265	255759	+	WP_011848952.1	WP_011848952.1		PaREP1 family protein		4909498	PCAL_RS01395	495	164	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	255881	256717	-						4908758	PCAL_RS01400	837		old_locus_tag=Pcal_0259
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	255881	256717	-	WP_193322792.1	WP_193322792.1		hypothetical protein		4908758	PCAL_RS01400	837	278	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	256757	257653	-						4908646	PCAL_RS01405	897		old_locus_tag=Pcal_0260
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	256757	257653	-	WP_011848954.1	WP_011848954.1		hypothetical protein		4908646	PCAL_RS01405	897	298	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	257876	258628	-					cas6	4909667	PCAL_RS01410	753		old_locus_tag=Pcal_0261
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	257876	258628	-	WP_011848955.1	WP_011848955.1		CRISPR system precrRNA processing endoribonuclease RAMP protein Cas6	cas6	4909667	PCAL_RS01410	753	250	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	258662	258937	+						4908757	PCAL_RS01415	276		old_locus_tag=Pcal_0262
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	258662	258937	+	WP_011848956.1	WP_011848956.1		hypothetical protein		4908757	PCAL_RS01415	276	91	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	259038	259451	-						4908590	PCAL_RS01420	414		old_locus_tag=Pcal_0263
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	259038	259451	-	WP_193322793.1	WP_193322793.1		CRISPR-associated endonuclease Cas1		4908590	PCAL_RS01420	414	137	
gene	pseudogene	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	259435	260286	-					cas4a	4909903	PCAL_RS01425	852		pseudo;old_locus_tag=Pcal_0265
CDS	without_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	259435	260286	-				type I-A CRISPR-associated protein Cas4/Csa1	cas4a	4909903	PCAL_RS01425	852		pseudo
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	260813	261478	-					csa3	4909796	PCAL_RS01430	666		old_locus_tag=Pcal_0266
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	260813	261478	-	WP_193322794.1	WP_193322794.1		CRISPR-associated CARF protein Csa3	csa3	4909796	PCAL_RS01430	666	221	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	261614	262171	-						4908647	PCAL_RS01435	558		old_locus_tag=Pcal_0267
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	261614	262171	-	WP_011848961.1	WP_011848961.1		hypothetical protein		4908647	PCAL_RS01435	558	185	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	262168	262683	-						4909544	PCAL_RS01440	516		old_locus_tag=Pcal_0268
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	262168	262683	-	WP_193322795.1	WP_193322795.1		hypothetical protein		4909544	PCAL_RS01440	516	171	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	262680	263951	-						4909942	PCAL_RS01445	1272		old_locus_tag=Pcal_0269
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	262680	263951	-	WP_011848963.1	WP_011848963.1		AAA family ATPase		4909942	PCAL_RS01445	1272	423	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	265427	266596	-						4909887	PCAL_RS01450	1170		old_locus_tag=Pcal_0270
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	265427	266596	-	WP_011848964.1	WP_011848964.1		CRISPR-associated DxTHG motif protein		4909887	PCAL_RS01450	1170	389	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	266593	267426	-						4908591	PCAL_RS01455	834		old_locus_tag=Pcal_0271
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	266593	267426	-	WP_011848965.1	WP_011848965.1		CRISPR-associated Cmr3 family protein		4908591	PCAL_RS01455	834	277	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	267423	270230	-					cas10	4908765	PCAL_RS01460	2808		old_locus_tag=Pcal_0272
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	267423	270230	-	WP_011848966.1	WP_011848966.1		type III-B CRISPR-associated protein Cas10/Cmr2	cas10	4908765	PCAL_RS01460	2808	935	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	270269	271171	+					cmr4	4908767	PCAL_RS01465	903		old_locus_tag=Pcal_0273
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	270269	271171	+	WP_011848967.1	WP_011848967.1		type III-B CRISPR module RAMP protein Cmr4	cmr4	4908767	PCAL_RS01465	903	300	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	271159	271584	+					cmr5	4908921	PCAL_RS01470	426		old_locus_tag=Pcal_0274
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	271159	271584	+	WP_193322796.1	WP_193322796.1		type III-B CRISPR module-associated protein Cmr5	cmr5	4908921	PCAL_RS01470	426	141	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	271581	272744	+						4908722	PCAL_RS01475	1164		old_locus_tag=Pcal_0275
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	271581	272744	+	WP_011848969.1	WP_011848969.1		CRISPR-associated protein Cmr1		4908722	PCAL_RS01475	1164	387	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	272735	273529	+					cmr6	4908848	PCAL_RS01480	795		old_locus_tag=Pcal_0276
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	272735	273529	+	WP_011848970.1	WP_011848970.1		type III-B CRISPR module RAMP protein Cmr6	cmr6	4908848	PCAL_RS01480	795	264	
