# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	706465	707163	-	WP_011007796.1	WP_011007796.1		transcriptional regulator		1465562	PAE_RS03930	699	232	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	707583	708014	+						1465563	PAE_RS03935	432		old_locus_tag=PAE1208
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	707583	708014	+	WP_011007797.1	WP_011007797.1		hypothetical protein		1465563	PAE_RS03935	432	143	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	708014	709420	+					malQ	1465564	PAE_RS03940	1407		old_locus_tag=PAE1209
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	708014	709420	+	WP_011007798.1	WP_011007798.1		4-alpha-glucanotransferase	malQ	1465564	PAE_RS03940	1407	468	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	709547	710389	-						1465565	PAE_RS03945	843		old_locus_tag=PAE1211
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	709547	710389	-	WP_011007799.1	WP_011007799.1		PaRep2a protein		1465565	PAE_RS03945	843	280	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	710379	710756	-						1465566	PAE_RS03950	378		old_locus_tag=PAE1213
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	710379	710756	-	WP_011007800.1	WP_011007800.1		PaRep2a protein		1465566	PAE_RS03950	378	125	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	710914	711942	+						1465567	PAE_RS03955	1029		old_locus_tag=PAE1214
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	710914	711942	+	WP_011007801.1	WP_011007801.1		hypothetical protein		1465567	PAE_RS03955	1029	342	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	713384	714982	+						1465568	PAE_RS03960	1599		old_locus_tag=PAE1215
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	713384	714982	+	WP_193329193.1	WP_193329193.1		PaRep2b protein		1465568	PAE_RS03960	1599	532	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	715015	715653	-					rnhB	1465569	PAE_RS03965	639		old_locus_tag=PAE1216
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	715015	715653	-	WP_011007803.1	WP_011007803.1		ribonuclease HII	rnhB	1465569	PAE_RS03965	639	212	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	715679	715852	+						59369473	PAE_RS13230	174		
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	715679	715852	+	WP_193329190.1	WP_193329190.1		hypothetical protein		59369473	PAE_RS13230	174	57	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	715849	716328	-						1465570	PAE_RS03970	480		old_locus_tag=PAE1218
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	715849	716328	-	WP_011007804.1	WP_011007804.1		PadR family transcriptional regulator		1465570	PAE_RS03970	480	159	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	716321	717124	-						1465571	PAE_RS03975	804		old_locus_tag=PAE1219
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	716321	717124	-	WP_011007805.1	WP_011007805.1		NAD+ synthase		1465571	PAE_RS03975	804	267	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	717144	718328	-						1465572	PAE_RS03980	1185		old_locus_tag=PAE1220
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	717144	718328	-	WP_011007806.1	WP_011007806.1		thiolase family protein		1465572	PAE_RS03980	1185	394	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	718372	719442	-						1465573	PAE_RS03985	1071		old_locus_tag=PAE1222
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	718372	719442	-	WP_011007807.1	WP_011007807.1		ABC transporter ATP-binding protein		1465573	PAE_RS03985	1071	356	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	719499	720617	+						1465574	PAE_RS03990	1119		old_locus_tag=PAE1223
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	719499	720617	+	WP_011007808.1	WP_011007808.1		hypothetical protein		1465574	PAE_RS03990	1119	372	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	720607	721098	+						1465575	PAE_RS03995	492		old_locus_tag=PAE1224
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	720607	721098	+	WP_011007809.1	WP_011007809.1		class I SAM-dependent methyltransferase		1465575	PAE_RS03995	492	163	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	721121	722173	+						1465576	PAE_RS04000	1053		old_locus_tag=PAE1226
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	721121	722173	+	WP_011007810.1	WP_011007810.1		phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein		1465576	PAE_RS04000	1053	350	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	722189	722578	+						1465577	PAE_RS04005	390		old_locus_tag=PAE1227
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	722189	722578	+	WP_011007811.1	WP_011007811.1		MarR family transcriptional regulator		1465577	PAE_RS04005	390	129	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	722971	723651	-						1465578	PAE_RS04010	681		old_locus_tag=PAE1231
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	722971	723651	-	WP_011007812.1	WP_011007812.1		2-deoxyribose-5-phosphate aldolase		1465578	PAE_RS04010	681	226	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	723707	723994	+						1465579	PAE_RS04015	288		old_locus_tag=PAE1232
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	723707	723994	+	WP_011007813.1	WP_011007813.1		acylphosphatase		1465579	PAE_RS04015	288	95	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724081	724509	-						1465580	PAE_RS04020	429		old_locus_tag=PAE1234
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724081	724509	-	WP_011007814.1	WP_011007814.1		DUF1122 family protein		1465580	PAE_RS04020	429	142	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724499	724720	-						1465581	PAE_RS04025	222		old_locus_tag=PAE1236
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724499	724720	-	WP_011007815.1	WP_011007815.1		hypothetical protein		1465581	PAE_RS04025	222	73	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724771	724962	-						1465582	PAE_RS04030	192		old_locus_tag=PAE1238a
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724771	724962	-	WP_011007816.1	WP_011007816.1		hypothetical protein		1465582	PAE_RS04030	192	63	
gene	pseudogene	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724986	725190	-						68225645	PAE_RS13435	205		pseudo
CDS	without_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	724986	725190	-				hypothetical protein		68225645	PAE_RS13435	205		pseudo
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	725256	726110	+					lysX	1465584	PAE_RS04040	855		old_locus_tag=PAE1240
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	725256	726110	+	WP_128621437.1	WP_128621437.1		lysine biosynthesis protein LysX	lysX	1465584	PAE_RS04040	855	284	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	726111	726446	-						1465585	PAE_RS04045	336		old_locus_tag=PAE1241
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	726111	726446	-	WP_011007819.1	WP_011007819.1		DUF2203 family protein		1465585	PAE_RS04045	336	111	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	726447	726737	-						1465586	PAE_RS04050	291		old_locus_tag=PAE1242
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	726447	726737	-	WP_011007820.1	WP_011007820.1		SWIM zinc finger domain-containing protein		1465586	PAE_RS04050	291	96	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	726753	727532	-						1465587	PAE_RS04055	780		old_locus_tag=PAE1244
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	726753	727532	-	WP_011007821.1	WP_011007821.1		translation initiation factor eIF-2B		1465587	PAE_RS04055	780	259	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	727642	728370	+						1465588	PAE_RS04060	729		old_locus_tag=PAE1246
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	727642	728370	+	WP_011007822.1	WP_011007822.1		metal ABC transporter ATP-binding protein		1465588	PAE_RS04060	729	242	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	728357	729232	+						1465589	PAE_RS04065	876		old_locus_tag=PAE1247
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	728357	729232	+	WP_011007823.1	WP_011007823.1		metal ABC transporter permease		1465589	PAE_RS04065	876	291	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	729511	730701	+						1465590	PAE_RS04070	1191		old_locus_tag=PAE1251
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	729511	730701	+	WP_011007824.1	WP_011007824.1		hypothetical protein		1465590	PAE_RS04070	1191	396	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	730871	731941	+						1465591	PAE_RS04075	1071		old_locus_tag=PAE1252
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	730871	731941	+	WP_011007825.1	WP_011007825.1		TIGR04084 family radical SAM/SPASM domain-containing protein		1465591	PAE_RS04075	1071	356	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	731970	732191	+						68225646	PAE_RS13440	222		
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	731970	732191	+	WP_226976171.1	WP_226976171.1		hypothetical protein		68225646	PAE_RS13440	222	73	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	732299	732874	+						68225647	PAE_RS13445	576		old_locus_tag=PAE1257
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	732299	732874	+	WP_226976172.1	WP_226976172.1		ATP-binding protein		68225647	PAE_RS13445	576	191	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	732899	733045	+						68225648	PAE_RS13450	147		
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	732899	733045	+	WP_226976173.1	WP_226976173.1		hypothetical protein		68225648	PAE_RS13450	147	48	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	733169	733588	+						1465593	PAE_RS04085	420		old_locus_tag=PAE1260
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	733169	733588	+	WP_011007827.1	WP_011007827.1		molecular chaperone TorD family protein		1465593	PAE_RS04085	420	139	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	733591	734160	+						1465594	PAE_RS04090	570		old_locus_tag=PAE1261
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	733591	734160	+	WP_011007828.1	WP_011007828.1		hypothetical protein		1465594	PAE_RS04090	570	189	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	734235	734879	+						1465595	PAE_RS04095	645		old_locus_tag=PAE1263
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	734235	734879	+	WP_011007829.1	WP_011007829.1		4Fe-4S dicluster domain-containing protein		1465595	PAE_RS04095	645	214	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	734876	735985	+						1465596	PAE_RS04100	1110		old_locus_tag=PAE1264
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	734876	735985	+	WP_011007830.1	WP_011007830.1		hypothetical protein		1465596	PAE_RS04100	1110	369	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	735978	739499	+						1465597	PAE_RS04105	3522		old_locus_tag=PAE1265
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	735978	739499	+	WP_011007831.1	WP_011007831.1		tetrathionate reductase subunit A		1465597	PAE_RS04105	3522	1173	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	739549	740151	+						1465598	PAE_RS04110	603		old_locus_tag=PAE1266
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	739549	740151	+	WP_011007832.1	WP_011007832.1		LysE family translocator		1465598	PAE_RS04110	603	200	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	740220	741437	-						1465599	PAE_RS04115	1218		old_locus_tag=PAE1267
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	740220	741437	-	WP_011007833.1	WP_011007833.1		ATP-binding protein		1465599	PAE_RS04115	1218	405	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	741680	742891	+						1465600	PAE_RS04120	1212		old_locus_tag=PAE1269
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	741680	742891	+	WP_011007834.1	WP_011007834.1		Nre family DNA repair protein		1465600	PAE_RS04120	1212	403	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	742897	743886	-						1465601	PAE_RS04125	990		old_locus_tag=PAE1270
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	742897	743886	-	WP_011007835.1	WP_011007835.1		mechanosensitive ion channel family protein		1465601	PAE_RS04125	990	329	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	744202	745212	-						1465602	PAE_RS04130	1011		old_locus_tag=PAE1271
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	744202	745212	-	WP_011007836.1	WP_011007836.1		ATP-binding protein		1465602	PAE_RS04130	1011	336	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	745666	747879	+						1465603	PAE_RS04135	2214		old_locus_tag=PAE1272
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	745666	747879	+	WP_011007837.1	WP_011007837.1		bifunctional alpha,alpha-trehalose-phosphate synthase (UDP-forming)/trehalose-phosphatase		1465603	PAE_RS04135	2214	737	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	747870	749078	-						1465604	PAE_RS04140	1209		old_locus_tag=PAE1273
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	747870	749078	-	WP_011007838.1	WP_011007838.1		glycosyltransferase family 4 protein		1465604	PAE_RS04140	1209	402	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	749075	749671	-						1465605	PAE_RS04145	597		old_locus_tag=PAE1275
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	749075	749671	-	WP_011007839.1	WP_011007839.1		hypothetical protein		1465605	PAE_RS04145	597	198	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	750002	750667	+						1465606	PAE_RS04150	666		old_locus_tag=PAE1277
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	750002	750667	+	WP_011007840.1	WP_011007840.1		DUF5752 family protein		1465606	PAE_RS04150	666	221	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	750664	751869	+						1465607	PAE_RS04155	1206		old_locus_tag=PAE1278
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	750664	751869	+	WP_011007841.1	WP_011007841.1		glycosyltransferase		1465607	PAE_RS04155	1206	401	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	752766	753476	+						1465608	PAE_RS04165	711		old_locus_tag=PAE1279
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	752766	753476	+	WP_011007842.1	WP_011007842.1		HAD hydrolase family protein		1465608	PAE_RS04165	711	236	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	753489	754403	+						1465609	PAE_RS04170	915		old_locus_tag=PAE1280
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	753489	754403	+	WP_011007843.1	WP_011007843.1		(Fe-S)-binding protein		1465609	PAE_RS04170	915	304	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	754400	754696	+						1465610	PAE_RS04175	297		old_locus_tag=PAE1281
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	754400	754696	+	WP_011007844.1	WP_011007844.1		(Fe-S)-binding protein		1465610	PAE_RS04175	297	98	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	754676	755836	-						1465611	PAE_RS04180	1161		old_locus_tag=PAE1282
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	754676	755836	-	WP_011007845.1	WP_011007845.1		(Fe-S)-binding protein		1465611	PAE_RS04180	1161	386	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	755833	756816	-						1465612	PAE_RS04185	984		old_locus_tag=PAE1284
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	755833	756816	-	WP_011007846.1	WP_011007846.1		FAD-binding oxidoreductase		1465612	PAE_RS04185	984	327	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	756813	758240	-						1465613	PAE_RS04190	1428		old_locus_tag=PAE1286
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	756813	758240	-	WP_011007847.1	WP_011007847.1		FAD-binding protein		1465613	PAE_RS04190	1428	475	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	758297	760738	+						1465614	PAE_RS04195	2442		old_locus_tag=PAE1287
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	758297	760738	+	WP_011007848.1	WP_011007848.1		malate synthase		1465614	PAE_RS04195	2442	813	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	760768	761697	+						1465615	PAE_RS04200	930		old_locus_tag=PAE1288
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	760768	761697	+	WP_011007849.1	WP_011007849.1		(Fe-S)-binding protein		1465615	PAE_RS04200	930	309	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	761694	762833	+						1465616	PAE_RS04205	1140		old_locus_tag=PAE1289
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	761694	762833	+	WP_011007850.1	WP_011007850.1		lactate utilization protein		1465616	PAE_RS04205	1140	379	
gene	pseudogene	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	762837	763796	-						1465617	PAE_RS04210	960		pseudo;old_locus_tag=PAE1290
CDS	without_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	762837	763796	-				sodium:calcium antiporter		1465617	PAE_RS04210	960		pseudo
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	763997	765454	+						1465619	PAE_RS04215	1458		old_locus_tag=PAE1293
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	763997	765454	+	WP_011007853.1	WP_011007853.1		Nramp family divalent metal transporter		1465619	PAE_RS04215	1458	485	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	765456	766226	-						1465620	PAE_RS04220	771		old_locus_tag=PAE1295
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	765456	766226	-	WP_011007854.1	WP_011007854.1		flavin reductase family protein		1465620	PAE_RS04220	771	256	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	766253	767215	-						1465621	PAE_RS04225	963		old_locus_tag=PAE1296
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	766253	767215	-	WP_011007855.1	WP_011007855.1		ABC transporter ATP-binding protein		1465621	PAE_RS04225	963	320	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	767212	768180	-						1465622	PAE_RS04230	969		old_locus_tag=PAE1297
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	767212	768180	-	WP_011007856.1	WP_011007856.1		ABC transporter ATP-binding protein		1465622	PAE_RS04230	969	322	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	768177	769241	-						1465623	PAE_RS04235	1065		old_locus_tag=PAE1298
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	768177	769241	-	WP_011007857.1	WP_011007857.1		ABC transporter permease		1465623	PAE_RS04235	1065	354	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	769243	770241	-						1465624	PAE_RS04240	999		old_locus_tag=PAE1299
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	769243	770241	-	WP_011007858.1	WP_011007858.1		ABC transporter permease		1465624	PAE_RS04240	999	332	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	770248	772461	-						1465625	PAE_RS04245	2214		old_locus_tag=PAE1300
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	770248	772461	-	WP_011007859.1	WP_011007859.1		ABC transporter substrate-binding protein		1465625	PAE_RS04245	2214	737	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	772552	775602	-						1465626	PAE_RS04250	3051		old_locus_tag=PAE1302
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	772552	775602	-	WP_011007860.1	WP_011007860.1		PDZ domain-containing protein		1465626	PAE_RS04250	3051	1016	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	775643	776047	+						1465627	PAE_RS04255	405		old_locus_tag=PAE1303
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	775643	776047	+	WP_011007861.1	WP_011007861.1		hypothetical protein		1465627	PAE_RS04255	405	134	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	776039	776482	-						1465628	PAE_RS04260	444		old_locus_tag=PAE1304
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	776039	776482	-	WP_011007862.1	WP_011007862.1		SRPBCC family protein		1465628	PAE_RS04260	444	147	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	776589	777755	-						1465630	PAE_RS04265	1167		old_locus_tag=PAE1306
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	776589	777755	-	WP_011007863.1	WP_011007863.1		ATP-binding protein		1465630	PAE_RS04265	1167	388	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	777805	778626	-						1465631	PAE_RS04270	822		old_locus_tag=PAE1307
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	777805	778626	-	WP_011007865.1	WP_011007865.1		hypothetical protein		1465631	PAE_RS04270	822	273	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	778647	779984	-						1465632	PAE_RS04275	1338		old_locus_tag=PAE1309
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	778647	779984	-	WP_011007866.1	WP_011007866.1		glycerate kinase		1465632	PAE_RS04275	1338	445	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780025	780393	+						1465633	PAE_RS04280	369		old_locus_tag=PAE1310
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780025	780393	+	WP_011007867.1	WP_011007867.1		HEPN domain-containing protein		1465633	PAE_RS04280	369	122	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780366	780608	+						1465634	PAE_RS04285	243		old_locus_tag=PAE1311
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780366	780608	+	WP_011007868.1	WP_011007868.1		nucleotidyltransferase domain-containing protein		1465634	PAE_RS04285	243	80	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780617	780775	+						43496598	PAE_RS13040	159		old_locus_tag=PAE1313
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780617	780775	+	WP_011007869.1	WP_011007869.1		hypothetical protein		43496598	PAE_RS13040	159	52	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780817	781239	+						1465636	PAE_RS04290	423		old_locus_tag=PAE1315
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	780817	781239	+	WP_011007870.1	WP_011007870.1		CBS domain-containing protein		1465636	PAE_RS04290	423	140	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	781252	781509	+						1465637	PAE_RS04295	258		old_locus_tag=PAE1316
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	781252	781509	+	WP_011007871.1	WP_011007871.1		TIGR00304 family protein		1465637	PAE_RS04295	258	85	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	781498	781767	-						1465638	PAE_RS04300	270		old_locus_tag=PAE1318
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	781498	781767	-	WP_011007872.1	WP_011007872.1		hypothetical protein		1465638	PAE_RS04300	270	89	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	782022	782357	+						1465639	PAE_RS04305	336		old_locus_tag=PAE1319
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	782022	782357	+	WP_011007873.1	WP_011007873.1		HEPN domain-containing protein		1465639	PAE_RS04305	336	111	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	782380	782718	+						1465640	PAE_RS04310	339		old_locus_tag=PAE1320
CDS	with_protein	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	782380	782718	+	WP_011007874.1	WP_011007874.1		nucleotidyltransferase domain-containing protein		1465640	PAE_RS04310	339	112	
gene	protein_coding	GCF_000007225.1	Primary Assembly	chromosome		NC_003364.1	782751	783824	-						1465641	PAE_RS04315	1074		old_locus_tag=PAE1321
