# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	415624	416187	-						11594744	P186_RS02225	564		old_locus_tag=P186_0480
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	415624	416187	-	WP_014287761.1	WP_014287761.1		transcription factor		11594744	P186_RS02225	564	187	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	416232	417131	+						11594745	P186_RS02230	900		old_locus_tag=P186_0481
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	416232	417131	+	WP_014287762.1	WP_014287762.1		radical SAM protein		11594745	P186_RS02230	900	299	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	417157	417462	+						11594746	P186_RS02235	306		old_locus_tag=P186_0482
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	417157	417462	+	WP_014287763.1	WP_014287763.1		hypothetical protein		11594746	P186_RS02235	306	101	
gene	tRNA	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	417714	417805	+						11594747	P186_RS02240	92		old_locus_tag=P186_R0008
tRNA		GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	417714	417805	+				tRNA-Ala		11594747	P186_RS02240	75		anticodon=GGC
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	418144	419322	+						11594748	P186_RS02245	1179		old_locus_tag=P186_0484
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	418144	419322	+	WP_148682638.1	WP_148682638.1		pullulanase		11594748	P186_RS02245	1179	392	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	419558	422188	+						11594750	P186_RS02255	2631		old_locus_tag=P186_0486
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	419558	422188	+	WP_014287766.1	WP_014287766.1		ABC transporter substrate-binding protein		11594750	P186_RS02255	2631	876	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	422239	423309	+						11594751	P186_RS02260	1071		old_locus_tag=P186_0487
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	422239	423309	+	WP_014287767.1	WP_014287767.1		ABC transporter permease		11594751	P186_RS02260	1071	356	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	423306	424721	+						11594752	P186_RS02265	1416		old_locus_tag=P186_0488
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	423306	424721	+	WP_014287768.1	WP_014287768.1		ABC transporter permease		11594752	P186_RS02265	1416	471	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	424752	425213	+						11594753	P186_RS02270	462		old_locus_tag=P186_0489
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	424752	425213	+	WP_148682639.1	WP_148682639.1		30S ribosomal protein S13		11594753	P186_RS02270	462	153	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	425248	425727	+						11594754	P186_RS02275	480		old_locus_tag=P186_0490
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	425248	425727	+	WP_014287770.1	WP_014287770.1		30S ribosomal protein S4		11594754	P186_RS02275	480	159	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	425724	426629	+						11594755	P186_RS02280	906		old_locus_tag=P186_0491
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	425724	426629	+	WP_014287771.1	WP_014287771.1		isoaspartyl peptidase/L-asparaginase		11594755	P186_RS02280	906	301	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	426626	426826	-						11594756	P186_RS02285	201		old_locus_tag=P186_0492
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	426626	426826	-	WP_014287772.1	WP_014287772.1		hypothetical protein		11594756	P186_RS02285	201	66	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	426858	427211	-						11594757	P186_RS02290	354		old_locus_tag=P186_0493
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	426858	427211	-	WP_148682640.1	WP_148682640.1		hypothetical protein		11594757	P186_RS02290	354	117	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	427251	427973	+						11594758	P186_RS02295	723		old_locus_tag=P186_0494
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	427251	427973	+	WP_014287774.1	WP_014287774.1		DUF72 domain-containing protein		11594758	P186_RS02295	723	240	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	428259	428849	+						11594759	P186_RS02300	591		old_locus_tag=P186_0495
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	428259	428849	+	WP_014287775.1	WP_014287775.1		50S ribosomal protein L6		11594759	P186_RS02300	591	196	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	428824	429921	+						11594760	P186_RS02305	1098		old_locus_tag=P186_0496
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	428824	429921	+	WP_014287776.1	WP_014287776.1		MFS transporter		11594760	P186_RS02305	1098	365	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	429899	430774	-					ubiA	11594761	P186_RS02310	876		old_locus_tag=P186_0497
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	429899	430774	-	WP_014287777.1	WP_014287777.1		putative 4-hydroxybenzoate polyprenyltransferase	ubiA	11594761	P186_RS02310	876	291	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	430859	431284	+						11594762	P186_RS02315	426		old_locus_tag=P186_0498
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	430859	431284	+	WP_014287778.1	WP_014287778.1		thioredoxin family protein		11594762	P186_RS02315	426	141	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	431312	432658	+						11594763	P186_RS02320	1347		old_locus_tag=P186_0499
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	431312	432658	+	WP_014287779.1	WP_014287779.1		FAD-dependent oxidoreductase		11594763	P186_RS02320	1347	448	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	432725	433654	+					mdh	11594764	P186_RS02325	930		old_locus_tag=P186_0500
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	432725	433654	+	WP_014287780.1	WP_014287780.1		NAD-dependent malate dehydrogenase	mdh	11594764	P186_RS02325	930	309	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	433685	434089	+						11594765	P186_RS02330	405		old_locus_tag=P186_0501
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	433685	434089	+	WP_014287781.1	WP_014287781.1		hypothetical protein		11594765	P186_RS02330	405	134	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	434114	434845	+						11594766	P186_RS02335	732		old_locus_tag=P186_0502
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	434114	434845	+	WP_014287782.1	WP_014287782.1		thioredoxin family protein		11594766	P186_RS02335	732	243	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	434845	435408	+						11594767	P186_RS02340	564		old_locus_tag=P186_0503
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	434845	435408	+	WP_014287783.1	WP_014287783.1		XTP/dITP diphosphatase		11594767	P186_RS02340	564	187	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	435425	436270	+						11594768	P186_RS02345	846		old_locus_tag=P186_0504
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	435425	436270	+	WP_014287784.1	WP_014287784.1		CBS domain-containing protein		11594768	P186_RS02345	846	281	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	436359	437069	-						70362836	P186_RS14190	711		old_locus_tag=P186_0505
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	436359	437069	-	WP_237179447.1	WP_237179447.1		hypothetical protein		70362836	P186_RS14190	711	236	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	437024	438175	-						70362837	P186_RS14195	1152		old_locus_tag=P186_0506
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	437024	438175	-	WP_014287786.1	WP_014287786.1		PaRep2b protein		70362837	P186_RS14195	1152	383	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	438406	438564	+						70362838	P186_RS14200	159		old_locus_tag=P186_0508
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	438406	438564	+	WP_014287788.1	WP_014287788.1		hypothetical protein		70362838	P186_RS14200	159	52	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	439201	439758	-						11594773	P186_RS02360	558		old_locus_tag=P186_0509
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	439201	439758	-	WP_014287789.1	WP_014287789.1		hypothetical protein		11594773	P186_RS02360	558	185	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	439800	442586	+						11594774	P186_RS02365	2787		old_locus_tag=P186_0510
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	439800	442586	+	WP_014287790.1	WP_014287790.1		DEAD/DEAH box helicase		11594774	P186_RS02365	2787	928	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	442563	443567	-						11594775	P186_RS02370	1005		old_locus_tag=P186_0511
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	442563	443567	-	WP_014287791.1	WP_014287791.1		sugar phosphate transferase		11594775	P186_RS02370	1005	334	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	443623	444333	+						11594776	P186_RS02375	711		old_locus_tag=P186_0512
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	443623	444333	+	WP_237179448.1	WP_237179448.1		hypothetical protein		11594776	P186_RS02375	711	236	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	444321	444605	-						11594777	P186_RS02380	285		old_locus_tag=P186_0513
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	444321	444605	-	WP_014287793.1	WP_014287793.1		hypothetical protein		11594777	P186_RS02380	285	94	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	444636	445139	-						11594778	P186_RS02385	504		old_locus_tag=P186_0514
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	444636	445139	-	WP_014287794.1	WP_014287794.1		ribbon-helix-helix protein, CopG family		11594778	P186_RS02385	504	167	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	445274	446341	+						11594779	P186_RS02390	1068		old_locus_tag=P186_0515
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	445274	446341	+	WP_014287795.1	WP_014287795.1		glycosyltransferase family 2 protein		11594779	P186_RS02390	1068	355	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	446329	446559	+						11594780	P186_RS02395	231		old_locus_tag=P186_0516
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	446329	446559	+	WP_014287796.1	WP_014287796.1		hypothetical protein		11594780	P186_RS02395	231	76	
gene	tRNA	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	446965	447061	+						11594781	P186_RS02400	97		old_locus_tag=P186_R0009
tRNA		GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	446965	447061	+				tRNA-Lys		11594781	P186_RS02400	78		anticodon=TTT
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	447117	447767	-						11594782	P186_RS02405	651		old_locus_tag=P186_0517
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	447117	447767	-	WP_014287797.1	WP_014287797.1		hypothetical protein		11594782	P186_RS02405	651	216	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	447845	449449	+						11594783	P186_RS02410	1605		old_locus_tag=P186_0518
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	447845	449449	+	WP_014287798.1	WP_014287798.1		hypothetical protein		11594783	P186_RS02410	1605	534	
gene	tRNA	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	449650	449775	-						41584058	P186_RS02415	126		
tRNA		GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	449650	449775	-				tRNA-Ile		41584058	P186_RS02415	78		anticodon=GAT
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	449890	450453	-						11594785	P186_RS02420	564		old_locus_tag=P186_0520
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	449890	450453	-	WP_014287800.1	WP_014287800.1		hypothetical protein		11594785	P186_RS02420	564	187	
gene	tRNA	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	450690	450812	-						41584059	P186_RS02425	123		
tRNA		GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	450690	450812	-				tRNA-Pro		41584059	P186_RS02425	77		anticodon=TGG
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	450803	451432	-						11594786	P186_RS02430	630		old_locus_tag=P186_0521
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	450803	451432	-	WP_148682642.1	WP_148682642.1		HAD family phosphatase		11594786	P186_RS02430	630	209	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	451755	452369	-						11594788	P186_RS02435	615		old_locus_tag=P186_0523
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	451755	452369	-	WP_014287803.1	WP_014287803.1		DUF3782 domain-containing protein		11594788	P186_RS02435	615	204	
gene	tRNA	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	452907	453036	-						11594790	P186_RS02440	130		old_locus_tag=P186_R0010
tRNA		GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	452907	453036	-				tRNA-Val		11594790	P186_RS02440	76		anticodon=TAC
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	453155	453550	-						11594791	P186_RS02445	396		old_locus_tag=P186_0525
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	453155	453550	-	WP_014287805.1	WP_014287805.1		hypothetical protein		11594791	P186_RS02445	396	131	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	453881	454549	+						11594793	P186_RS02450	669		old_locus_tag=P186_0527
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	453881	454549	+	WP_014287807.1	WP_014287807.1		ABC transporter permease		11594793	P186_RS02450	669	222	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	454552	454788	-						11594794	P186_RS02455	237		old_locus_tag=P186_0528
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	454552	454788	-	WP_014287808.1	WP_014287808.1		hypothetical protein		11594794	P186_RS02455	237	78	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	454788	454946	-						11594795	P186_RS02460	159		old_locus_tag=P186_0529
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	454788	454946	-	WP_014287809.1	WP_014287809.1		DNA-directed RNA polymerase subunit P		11594795	P186_RS02460	159	52	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	455007	458471	-						11594796	P186_RS02465	3465		old_locus_tag=P186_0530
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	455007	458471	-	WP_014287810.1	WP_014287810.1		hypothetical protein		11594796	P186_RS02465	3465	1154	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	458569	459171	+						11594797	P186_RS02470	603		old_locus_tag=P186_0531
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	458569	459171	+	WP_014287811.1	WP_014287811.1		winged helix-turn-helix domain-containing protein		11594797	P186_RS02470	603	200	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	459157	459657	-						11594798	P186_RS02475	501		old_locus_tag=P186_0532
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	459157	459657	-	WP_014287812.1	WP_014287812.1		nicotinamide-nucleotide adenylyltransferase		11594798	P186_RS02475	501	166	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	460101	461060	+						11594799	P186_RS02480	960		old_locus_tag=P186_0533
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	460101	461060	+	WP_148682643.1	WP_148682643.1		MFS transporter		11594799	P186_RS02480	960	319	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	461057	461866	-						11594800	P186_RS02485	810		old_locus_tag=P186_0534
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	461057	461866	-	WP_014287814.1	WP_014287814.1		agmatinase family protein		11594800	P186_RS02485	810	269	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	461859	462749	-						11594801	P186_RS02490	891		old_locus_tag=P186_0535
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	461859	462749	-	WP_148682644.1	WP_148682644.1		cation diffusion facilitator family transporter		11594801	P186_RS02490	891	296	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	462796	464553	+					glyS	11594802	P186_RS02495	1758		old_locus_tag=P186_0536
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	462796	464553	+	WP_014287816.1	WP_014287816.1		glycine--tRNA ligase	glyS	11594802	P186_RS02495	1758	585	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	464621	464971	+						11594803	P186_RS02500	351		old_locus_tag=P186_0537
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	464621	464971	+	WP_014287817.1	WP_014287817.1		hypothetical protein		11594803	P186_RS02500	351	116	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	464968	465519	+					endA	11594804	P186_RS02505	552		old_locus_tag=P186_0538
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	464968	465519	+	WP_014287818.1	WP_014287818.1		tRNA-intron lyase	endA	11594804	P186_RS02505	552	183	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	465524	465910	-						11594805	P186_RS02510	387		old_locus_tag=P186_0539
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	465524	465910	-	WP_014287819.1	WP_014287819.1		Hsp20/alpha crystallin family protein		11594805	P186_RS02510	387	128	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	466009	466230	-						11594806	P186_RS02515	222		old_locus_tag=P186_0540
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	466009	466230	-	WP_014287820.1	WP_014287820.1		hypothetical protein		11594806	P186_RS02515	222	73	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	466276	466992	+						11594807	P186_RS02520	717		old_locus_tag=P186_0541
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	466276	466992	+	WP_148682645.1	WP_148682645.1		nitroreductase family protein		11594807	P186_RS02520	717	238	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	467023	467364	+						11594808	P186_RS02525	342		old_locus_tag=P186_0542
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	467023	467364	+	WP_014287822.1	WP_014287822.1		arcadin 1		11594808	P186_RS02525	342	113	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	467388	468686	+						11594809	P186_RS02530	1299		old_locus_tag=P186_0543
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	467388	468686	+	WP_014287823.1	WP_014287823.1		actin-like protein		11594809	P186_RS02530	1299	432	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	468701	469297	+						11594810	P186_RS02535	597		old_locus_tag=P186_0544
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	468701	469297	+	WP_014287824.1	WP_014287824.1		hypothetical protein		11594810	P186_RS02535	597	198	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	469332	469502	+						59388035	P186_RS13990	171		old_locus_tag=P186_0545
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	469332	469502	+	WP_014287825.1	WP_014287825.1		hypothetical protein		59388035	P186_RS13990	171	56	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	469480	471876	+						11594812	P186_RS02540	2397		old_locus_tag=P186_0546
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	469480	471876	+	WP_014287826.1	WP_014287826.1		SMC family ATPase		11594812	P186_RS02540	2397	798	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	471954	472667	-						11594813	P186_RS02545	714		old_locus_tag=P186_0547
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	471954	472667	-	WP_014287827.1	WP_014287827.1		winged helix-turn-helix transcriptional regulator		11594813	P186_RS02545	714	237	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	472748	474481	+						11594814	P186_RS02550	1734		old_locus_tag=P186_0548
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	472748	474481	+	WP_014287828.1	WP_014287828.1		radical SAM protein		11594814	P186_RS02550	1734	577	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	474478	476343	-						11594815	P186_RS02555	1866		old_locus_tag=P186_0549
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	474478	476343	-	WP_014287829.1	WP_014287829.1		hypothetical protein		11594815	P186_RS02555	1866	621	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	476340	477104	-						11594816	P186_RS02560	765		old_locus_tag=P186_0550
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	476340	477104	-	WP_014287830.1	WP_014287830.1		ABC transporter ATP-binding protein		11594816	P186_RS02560	765	254	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	477095	478234	-						11594817	P186_RS02565	1140		old_locus_tag=P186_0551
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	477095	478234	-	WP_014287831.1	WP_014287831.1		ABC transporter permease		11594817	P186_RS02565	1140	379	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	478317	480914	+						11594818	P186_RS02570	2598		old_locus_tag=P186_0552
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	478317	480914	+	WP_014287832.1	WP_014287832.1		MMPL family transporter		11594818	P186_RS02570	2598	865	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	481063	481242	+						11594819	P186_RS02575	180		old_locus_tag=P186_0553
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	481063	481242	+	WP_148682646.1	WP_148682646.1		TrmB family transcriptional regulator		11594819	P186_RS02575	180	59	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	481209	481847	+						11594820	P186_RS02580	639		old_locus_tag=P186_0554
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	481209	481847	+	WP_237179449.1	WP_237179449.1		HAD family hydrolase		11594820	P186_RS02580	639	212	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	481868	482089	+						11594821	P186_RS02585	222		old_locus_tag=P186_0555
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	481868	482089	+	WP_014287835.1	WP_014287835.1		hypothetical protein		11594821	P186_RS02585	222	73	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	482091	483077	+						11594822	P186_RS02590	987		old_locus_tag=P186_0556
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	482091	483077	+	WP_014287836.1	WP_014287836.1		TIGR00269 family protein		11594822	P186_RS02590	987	328	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	483074	483730	-						11594823	P186_RS02595	657		old_locus_tag=P186_0557
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	483074	483730	-	WP_014287837.1	WP_014287837.1		ACT domain-containing protein		11594823	P186_RS02595	657	218	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	483847	486246	+						11594824	P186_RS02600	2400		old_locus_tag=P186_0558
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	483847	486246	+	WP_148682647.1	WP_148682647.1		valine--tRNA ligase		11594824	P186_RS02600	2400	799	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	486389	488626	-						11594825	P186_RS02605	2238		old_locus_tag=P186_0559
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	486389	488626	-	WP_014287839.1	WP_014287839.1		DEAD/DEAH box helicase		11594825	P186_RS02605	2238	745	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	488631	489662	-						11594826	P186_RS02610	1032		old_locus_tag=P186_0560
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	488631	489662	-	WP_237179450.1	WP_237179450.1		MFS transporter		11594826	P186_RS02610	1032	343	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	489707	490201	-						11594827	P186_RS02615	495		old_locus_tag=P186_0561
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	489707	490201	-	WP_014287841.1	WP_014287841.1		adenosine-specific kinase		11594827	P186_RS02615	495	164	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	490419	490814	+						11594829	P186_RS02620	396		old_locus_tag=P186_0563
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	490419	490814	+	WP_014287843.1	WP_014287843.1		transcriptional repressor		11594829	P186_RS02620	396	131	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	490930	492180	+						11594830	P186_RS02625	1251		old_locus_tag=P186_0564
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	490930	492180	+	WP_148682648.1	WP_148682648.1		FAD-binding oxidoreductase		11594830	P186_RS02625	1251	416	
